lat,long,zip_code
48.8763,2.3183,75371.0
48.8763,2.3183,75372.0
48.8763,2.3183,75373.0
48.8763,2.3183,75374.0
48.8763,2.3183,75375.0
48.8763,2.3183,75376.0
48.8763,2.3183,75378.0
48.8763,2.3183,75379.0
48.8763,2.3183,75380.0
48.8763,2.3183,75381.0
48.8763,2.3183,75382.0
48.8763,2.3183,75383.0
48.8763,2.3183,75384.0
48.8763,2.3183,75385.0
48.8763,2.3183,75386.0
48.8763,2.3183,75387.0
48.8763,2.3183,75388.0
48.8763,2.3183,75389.0
48.8763,2.3183,75390.0
48.8763,2.3183,75391.0
48.8763,2.3183,75392.0
48.8763,2.3183,75394.0
48.8763,2.3183,75395.0
48.8763,2.3183,75396.0
48.8763,2.3183,75397.0
48.8763,2.3183,75398.0
48.8763,2.3183,75399.0
48.8763,2.3183,75400.0
48.8763,2.3183,75401.0
48.8763,2.3183,75402.0
48.8763,2.3183,75403.0
48.8763,2.3183,75405.0
48.8763,2.3183,75406.0
48.8763,2.3183,75407.0
48.8763,2.3183,75408.0
48.8763,2.3183,75410.0
48.8763,2.3183,75411.0
48.8763,2.3183,75412.0
48.8763,2.3183,75413.0
48.8763,2.3183,75415.0
48.8763,2.3183,75416.0
48.8763,2.3183,75417.0
48.8763,2.3183,75418.0
48.8763,2.3183,75419.0
48.8763,2.3183,75420.0
48.8718,2.3399,75421.0
48.8718,2.3399,75422.0
48.8718,2.3399,75423.0
48.8718,2.3399,75424.0
48.8718,2.3399,75425.0
48.8718,2.3399,75426.0
48.8718,2.3399,75427.0
48.8718,2.3399,75428.0
48.8718,2.3399,75429.0
48.8718,2.3399,75430.0
48.8718,2.3399,75431.0
48.8718,2.3399,75432.0
48.8718,2.3399,75434.0
48.8718,2.3399,75435.0
48.8718,2.3399,75436.0
48.8718,2.3399,75437.0
48.8718,2.3399,75438.0
48.8718,2.3399,75439.0
48.8718,2.3399,75440.0
48.8718,2.3399,75441.0
48.8718,2.3399,75442.0
48.8718,2.3399,75443.0
48.8718,2.3399,75444.0
48.8718,2.3399,75445.0
48.8718,2.3399,75446.0
48.8718,2.3399,75447.0
48.8718,2.3399,75449.0
48.8718,2.3399,75450.0
48.8718,2.3399,75451.0
48.8718,2.3399,75452.0
48.8718,2.3399,75453.0
48.8718,2.3399,75454.0
48.8718,2.3399,75455.0
48.8718,2.3399,75456.0
48.8718,2.3399,75457.0
48.8718,2.3399,75458.0
48.8718,2.3399,75459.0
48.8709,2.3561,75460.0
48.8709,2.3561,75462.0
48.8709,2.3561,75463.0
48.8709,2.3561,75464.0
48.8709,2.3561,75465.0
48.8709,2.3561,75466.0
48.8709,2.3561,75467.0
48.8709,2.3561,75468.0
48.8709,2.3561,75470.0
48.8709,2.3561,75471.0
48.8709,2.3561,75472.0
48.8709,2.3561,75473.0
48.8709,2.3561,75474.0
48.8709,2.3561,75475.0
48.8709,2.3561,75476.0
48.8709,2.3561,75477.0
48.8709,2.3561,75478.0
48.8709,2.3561,75479.0
48.8709,2.3561,75480.0
48.8709,2.3561,75481.0
48.8709,2.3561,75482.0
48.8709,2.3561,75483.0
48.8709,2.3561,75484.0
48.8709,2.3561,75485.0
48.8709,2.3561,75486.0
48.8709,2.3561,75487.0
48.8709,2.3561,75488.0
48.8709,2.3561,75490.0
48.8709,2.3561,75491.0
48.8709,2.3561,75492.0
48.8709,2.3561,75493.0
48.8709,2.3561,75495.0
48.8709,2.3561,75496.0
48.8709,2.3561,75497.0
48.8709,2.3561,75498.0
48.8709,2.3561,75499.0
48.8412,2.3003,75502.0
48.8412,2.3003,75503.0
48.8412,2.3003,75504.0
48.8412,2.3003,75505.0
48.8412,2.3003,75506.0
48.8412,2.3003,75507.0
48.8412,2.3003,75508.0
48.8412,2.3003,75509.0
48.8412,2.3003,75510.0
48.8412,2.3003,75511.0
48.8412,2.3003,75512.0
48.8574,2.3795,75521.0
48.8574,2.3795,75522.0
48.8574,2.3795,75523.0
48.8574,2.3795,75524.0
48.8574,2.3795,75525.0
48.8574,2.3795,75526.0
48.8574,2.3795,75527.0
48.8574,2.3795,75528.0
48.8574,2.3795,75533.0
48.8574,2.3795,75534.0
48.8574,2.3795,75535.0
48.8574,2.3795,75536.0
48.8574,2.3795,75537.0
48.8574,2.3795,75538.0
48.8574,2.3795,75540.0
48.8574,2.3795,75541.0
48.8574,2.3795,75542.0
48.8574,2.3795,75543.0
48.8574,2.3795,75544.0
48.8574,2.3795,75545.0
48.8574,2.3795,75546.0
48.8574,2.3795,75547.0
48.8574,2.3795,75548.0
48.8574,2.3795,75550.0
48.8574,2.3795,75551.0
48.8574,2.3795,75552.0
48.8574,2.3795,75553.0
48.8574,2.3795,75554.0
48.8574,2.3795,75555.0
48.8574,2.3795,75556.0
48.8574,2.3795,75557.0
48.8574,2.3795,75558.0
48.8412,2.3876,75560.0
48.8412,2.3876,75561.0
48.8412,2.3876,75562.0
48.8412,2.3876,75563.0
48.8412,2.3876,75564.0
48.8412,2.3876,75565.0
48.8412,2.3876,75566.0
48.8412,2.3876,75567.0
48.8412,2.3876,75568.0
48.8412,2.3876,75569.0
48.8412,2.3876,75570.0
48.8412,2.3876,75571.0
48.8412,2.3876,75572.0
48.8412,2.3876,75573.0
48.8412,2.3876,75574.0
48.8412,2.3876,75575.0
48.8412,2.3876,75576.0
48.8412,2.3876,75577.0
48.8412,2.3876,75578.0
48.8412,2.3876,75579.0
48.8412,2.3876,75580.0
48.8412,2.3876,75581.0
48.8412,2.3876,75582.0
48.8412,2.3876,75583.0
48.8412,2.3876,75584.0
48.8412,2.3876,75585.0
48.8412,2.3876,75586.0
48.8412,2.3876,75587.0
48.8412,2.3876,75588.0
48.8412,2.3876,75589.0
48.8412,2.3876,75591.0
48.8412,2.3876,75592.0
48.8412,2.3876,75593.0
48.8412,2.3876,75594.0
48.8412,2.3876,75595.0
48.8412,2.3876,75596.0
48.8412,2.3876,75597.0
48.8412,2.3876,75598.0
48.8412,2.3876,75599.0
48.8331,2.3264,75600.0
48.8412,2.3876,75601.0
48.8412,2.3876,75602.0
48.8412,2.3876,75603.0
48.8412,2.3876,75604.0
48.8412,2.3876,75605.0
48.8412,2.3876,75606.0
48.8412,2.3876,75607.0
48.8412,2.3876,75608.0
48.8412,2.3876,75609.0
48.8412,2.3876,75610.0
48.8412,2.3876,75611.0
48.8412,2.3876,75612.0
48.8412,2.3876,75613.0
48.8412,2.3876,75614.0
48.8412,2.3876,75616.0
48.8835,2.3219,75617.0
48.8331,2.3264,75618.0
48.8322,2.3561,75619.0
48.8331,2.3264,75620.0
48.8322,2.3561,75621.0
48.8322,2.3561,75622.0
48.8322,2.3561,75623.0
48.8322,2.3561,75624.0
48.8322,2.3561,75625.0
48.8322,2.3561,75626.0
48.8322,2.3561,75627.0
48.8322,2.3561,75628.0
48.8322,2.3561,75629.0
48.8322,2.3561,75630.0
48.8322,2.3561,75631.0
48.8322,2.3561,75632.0
48.8322,2.3561,75633.0
48.8322,2.3561,75634.0
48.8322,2.3561,75635.0
48.8322,2.3561,75636.0
48.8322,2.3561,75637.0
48.8322,2.3561,75638.0
48.8322,2.3561,75639.0
48.8322,2.3561,75640.0
48.8322,2.3561,75641.0
48.8322,2.3561,75642.0
48.8322,2.3561,75643.0
48.8322,2.3561,75644.0
48.8322,2.3561,75646.0
48.8322,2.3561,75647.0
48.8322,2.3561,75648.0
48.8322,2.3561,75649.0
48.8322,2.3561,75650.0
48.8322,2.3561,75651.0
48.8322,2.3561,75652.0
48.8322,2.3561,75653.0
48.8322,2.3561,75654.0
48.8322,2.3561,75655.0
48.8322,2.3561,75656.0
48.8322,2.3561,75657.0
48.8322,2.3561,75658.0
48.8322,2.3561,75659.0
48.8331,2.3264,75660.0
48.8331,2.3264,75661.0
48.8331,2.3264,75662.0
48.8331,2.3264,75663.0
48.8331,2.3264,75664.0
48.8331,2.3264,75665.0
48.8331,2.3264,75667.0
48.8331,2.3264,75668.0
48.8331,2.3264,75669.0
48.8331,2.3264,75670.0
48.8331,2.3264,75671.0
48.8331,2.3264,75673.0
48.8331,2.3264,75674.0
48.8331,2.3264,75675.0
48.8331,2.3264,75677.0
48.8331,2.3264,75678.0
48.8331,2.3264,75679.0
48.8331,2.3264,75680.0
48.8331,2.3264,75681.0
48.8331,2.3264,75682.0
48.8331,2.3264,75683.0
48.8331,2.3264,75685.0
48.8331,2.3264,75687.0
48.8331,2.3264,75688.0
48.8331,2.3264,75689.0
48.8331,2.3264,75690.0
48.8331,2.3264,75691.0
48.8331,2.3264,75692.0
48.8331,2.3264,75693.0
48.8331,2.3264,75694.0
48.8331,2.3264,75696.0
48.8331,2.3264,75697.0
48.8331,2.3264,75698.0
48.8331,2.3264,75699.0
48.8565,2.321,75700.0
48.8322,2.3561,75701.0
48.8322,2.3561,75702.0
48.8322,2.3561,75703.0
48.8322,2.3561,75705.0
48.8322,2.3561,75706.0
48.8322,2.3561,75707.0
48.8322,2.3561,75708.0
48.8322,2.3561,75709.0
48.8412,2.3003,75710.0
48.8412,2.3003,75712.0
48.8412,2.3003,75713.0
48.8412,2.3003,75714.0
48.8763,2.3183,75715.0
48.8412,2.3003,75716.0
48.8412,2.3003,75717.0
48.8412,2.3003,75718.0
48.8412,2.3003,75719.0
48.8412,2.3003,75720.0
48.8412,2.3003,75721.0
48.8412,2.3003,75722.0
48.8412,2.3003,75723.0
48.8412,2.3003,75724.0
48.8412,2.3003,75725.0
48.8412,2.3003,75726.0
48.8412,2.3003,75727.0
48.8412,2.3003,75729.0
48.8412,2.3003,75730.0
48.8412,2.3003,75731.0
48.8412,2.3003,75732.0
48.8412,2.3003,75734.0
48.8412,2.3003,75737.0
48.8412,2.3003,75738.0
48.8412,2.3003,75739.0
48.8412,2.3003,75740.0
48.8412,2.3003,75741.0
48.8412,2.3003,75742.0
48.8412,2.3003,75743.0
48.8412,2.3003,75745.0
48.8412,2.3003,75747.0
48.8412,2.3003,75748.0
48.8412,2.3003,75749.0
48.8412,2.3003,75750.0
48.8412,2.3003,75753.0
48.8412,2.3003,75754.0
48.8412,2.3003,75755.0
48.8412,2.3003,75756.0
48.8412,2.3003,75757.0
48.8412,2.3003,75759.0
48.8637,2.2769,75761.0
48.8637,2.2769,75762.0
48.8637,2.2769,75763.0
48.8637,2.2769,75764.0
48.8637,2.2769,75765.0
48.8637,2.2769,75766.0
48.8637,2.2769,75767.0
48.8637,2.2769,75768.0
48.8637,2.2769,75769.0
48.8637,2.2769,75770.0
48.8637,2.2769,75771.0
48.8637,2.2769,75772.0
48.8637,2.2769,75773.0
48.8637,2.2769,75775.0
48.8637,2.2769,75778.0
48.8637,2.2769,75780.0
48.8637,2.2769,75781.0
48.8637,2.2769,75782.0
48.8637,2.2769,75783.0
48.8637,2.2769,75784.0
48.8637,2.2769,75785.0
48.8637,2.2769,75786.0
48.8637,2.2769,75789.0
48.8637,2.2769,75790.0
48.8637,2.2769,75794.0
48.8637,2.2769,75796.0
48.8637,2.2769,75798.0
48.8637,2.2769,75799.0
48.8763,2.3183,75800.0
48.8763,2.3183,75802.0
48.8763,2.3183,75803.0
48.8763,2.3183,75804.0
48.8835,2.3219,75805.0
48.8835,2.3219,75806.0
48.8835,2.3219,75807.0
48.8835,2.3219,75808.0
48.8835,2.3219,75809.0
48.8835,2.3219,75812.0
48.8835,2.3219,75813.0
48.8835,2.3219,75815.0
48.8835,2.3219,75817.0
48.8835,2.3219,75818.0
48.8835,2.3219,75819.0
48.8835,2.3219,75820.0
48.8835,2.3219,75821.0
48.8835,2.3219,75822.0
48.8835,2.3219,75823.0
48.8835,2.3219,75824.0
48.8835,2.3219,75825.0
48.8835,2.3219,75826.0
48.8835,2.3219,75827.0
48.8835,2.3219,75828.0
48.8835,2.3219,75829.0
48.8835,2.3219,75830.0
48.8835,2.3219,75831.0
48.8835,2.3219,75832.0
48.8835,2.3219,75833.0
48.8835,2.3219,75834.0
48.8835,2.3219,75835.0
48.8835,2.3219,75836.0
48.8835,2.3219,75837.0
48.8835,2.3219,75838.0
48.8835,2.3219,75839.0
48.8835,2.3219,75840.0
48.8835,2.3219,75841.0
48.8835,2.3219,75843.0
48.8835,2.3219,75844.0
48.8835,2.3219,75845.0
48.8835,2.3219,75846.0
48.8835,2.3219,75847.0
48.8835,2.3219,75848.0
48.8835,2.3219,75849.0
48.8835,2.3219,75850.0
48.8835,2.3219,75851.0
48.8835,2.3219,75852.0
48.8835,2.3219,75853.0
48.8835,2.3219,75854.0
48.8835,2.3219,75855.0
48.8835,2.3219,75857.0
48.8835,2.3219,75858.0
48.8925,2.3444,75860.0
48.8925,2.3444,75861.0
48.8925,2.3444,75862.0
48.8925,2.3444,75863.0
48.8925,2.3444,75864.0
48.8925,2.3444,75865.0
48.8925,2.3444,75866.0
48.8925,2.3444,75867.0
48.8925,2.3444,75868.0
48.8925,2.3444,75869.0
48.8925,2.3444,75870.0
48.8925,2.3444,75871.0
48.8925,2.3444,75872.0
48.8925,2.3444,75874.0
48.8925,2.3444,75875.0
48.8925,2.3444,75876.0
48.8925,2.3444,75877.0
48.8925,2.3444,75878.0
48.8925,2.3444,75879.0
48.8925,2.3444,75880.0
48.8925,2.3444,75881.0
48.8925,2.3444,75882.0
48.8925,2.3444,75883.0
48.8925,2.3444,75884.0
48.8925,2.3444,75885.0
48.8925,2.3444,75886.0
48.8925,2.3444,75887.0
48.8925,2.3444,75889.0
48.8925,2.3444,75890.0
48.8925,2.3444,75891.0
48.8925,2.3444,75892.0
48.8925,2.3444,75893.0
48.8925,2.3444,75894.0
48.8925,2.3444,75895.0
48.8925,2.3444,75897.0
48.8925,2.3444,75898.0
48.8925,2.3444,75899.0
48.8412,2.3003,75900.0
48.8412,2.3003,75901.0
48.8412,2.3003,75902.0
48.8412,2.3003,75903.0
48.8412,2.3003,75904.0
48.8412,2.3003,75905.0
48.8412,2.3003,75907.0
48.8412,2.3003,75908.0
48.8412,2.3003,75909.0
48.8412,2.3003,75911.0
48.8817,2.3822,75913.0
48.8322,2.3561,75914.0
48.8601,2.3507,75915.0
48.8817,2.3822,75916.0
48.8817,2.3822,75917.0
48.8817,2.3822,75918.0
48.8817,2.3822,75919.0
48.8817,2.3822,75920.0
48.8817,2.3822,75921.0
48.8817,2.3822,75922.0
48.8817,2.3822,75923.0
48.8817,2.3822,75924.0
48.8817,2.3822,75925.0
48.8817,2.3822,75926.0
48.8817,2.3822,75927.0
48.8817,2.3822,75928.0
48.8817,2.3822,75929.0
48.8817,2.3822,75930.0
48.8817,2.3822,75931.0
48.8817,2.3822,75932.0
48.8817,2.3822,75933.0
48.8817,2.3822,75934.0
48.8817,2.3822,75935.0
48.8817,2.3822,75936.0
48.8817,2.3822,75937.0
48.8817,2.3822,75938.0
48.8817,2.3822,75939.0
48.8817,2.3822,75940.0
48.8817,2.3822,75941.0
48.8817,2.3822,75942.0
48.8817,2.3822,75943.0
48.8817,2.3822,75944.0
48.8817,2.3822,75945.0
48.8817,2.3822,75946.0
48.8817,2.3822,75947.0
48.8817,2.3822,75948.0
48.8817,2.3822,75949.0
48.8817,2.3822,75950.0
48.8817,2.3822,75951.0
48.8817,2.3822,75952.0
48.8817,2.3822,75953.0
48.8817,2.3822,75954.0
48.8817,2.3822,75955.0
48.8817,2.3822,75956.0
48.8817,2.3822,75957.0
48.8817,2.3822,75958.0
48.8817,2.3822,75959.0
48.8646,2.3984,75960.0
48.8646,2.3984,75961.0
48.8646,2.3984,75962.0
48.8646,2.3984,75965.0
48.8646,2.3984,75966.0
48.8646,2.3984,75967.0
48.8646,2.3984,75969.0
48.8646,2.3984,75970.0
48.8646,2.3984,75971.0
48.8646,2.3984,75972.0
48.8646,2.3984,75973.0
48.8646,2.3984,75974.0
48.8646,2.3984,75975.0
48.8646,2.3984,75976.0
48.8646,2.3984,75977.0
48.8646,2.3984,75978.0
48.8646,2.3984,75979.0
48.8646,2.3984,75980.0
48.8646,2.3984,75981.0
48.8646,2.3984,75983.0
48.8646,2.3984,75984.0
48.8646,2.3984,75985.0
48.8646,2.3984,75986.0
48.8646,2.3984,75987.0
48.8646,2.3984,75988.0
48.8646,2.3984,75989.0
48.8646,2.3984,75990.0
48.8646,2.3984,75991.0
48.8331,2.3264,75993.0
48.8331,2.3264,75994.0
48.8331,2.3264,75995.0
48.8331,2.3264,75996.0
48.8331,2.3264,75997.0
48.8331,2.3264,75998.0
48.5457,2.6536,77000.0
48.5088,2.6636,77000.0
48.528,2.6917,77000.0
48.5177,2.6788,77000.0
48.5457,2.6536,77001.0
48.5457,2.6536,77002.0
48.5457,2.6536,77003.0
48.5457,2.6536,77004.0
48.5457,2.6536,77005.0
48.5457,2.6536,77006.0
48.5457,2.6536,77007.0
48.5457,2.6536,77008.0
48.5457,2.6536,77009.0
48.5457,2.6536,77010.0
48.5457,2.6536,77011.0
48.5457,2.6536,77012.0
48.5457,2.6536,77013.0
48.5457,2.6536,77014.0
48.5457,2.6536,77015.0
48.5457,2.6536,77016.0
48.5457,2.6536,77017.0
48.5457,2.6536,77018.0
48.5457,2.6536,77019.0
48.5457,2.6536,77020.0
48.5457,2.6536,77021.0
48.5457,2.6536,77023.0
48.5457,2.6536,77024.0
48.5457,2.6536,77025.0
48.5457,2.6536,77026.0
48.5457,2.6536,77027.0
48.5457,2.6536,77028.0
48.5457,2.6536,77039.0
48.8354,2.63,77040.0
48.8354,2.63,77041.0
48.8354,2.63,77042.0
48.8354,2.63,77043.0
48.5457,2.6536,77050.0
48.5457,2.6536,77051.0
48.5457,2.6536,77052.0
48.8357,2.6736,77090.0
48.9601,2.8788,77100.0
48.9294,2.8959,77100.0
48.9265,2.8613,77100.0
48.9601,2.8788,77101.0
48.9601,2.8788,77102.0
48.9601,2.8788,77103.0
48.9601,2.8788,77104.0
48.9601,2.8788,77105.0
48.9601,2.8788,77106.0
48.9601,2.8788,77107.0
48.9601,2.8788,77108.0
48.9601,2.8788,77109.0
48.5457,2.6536,77110.0
48.6535,2.6997,77111.0
48.6592,2.7162,77111.0
48.7916,2.6475,77112.0
48.7916,2.6475,77113.0
48.4854,3.2934,77114.0
48.4552,3.3761,77114.0
48.4844,3.3463,77114.0
48.4529,3.3509,77114.0
48.5283,2.7546,77115.0
48.5672,2.7818,77115.0
48.4004,3.1189,77118.0
48.3974,3.1468,77118.0
48.3987,3.1883,77118.0
48.841,3.0967,77120.0
48.7767,3.1634,77120.0
48.7631,3.0874,77120.0
